,2022年11月26日,1,2,,,
,,陳文顧#*,黃秀珍,,,
,,中國國民黨,無,有效票,無效票,選舉人數
金湖鎮,新市里,321,182,503,19,1187
金湖鎮,新市里,377,156,533,33,1218
金湖鎮,新市里,382,170,552,20,1413
金湖鎮,山外里,419,259,678,37,1899
金湖鎮,山外里,414,177,591,14,1404
金湖鎮,溪湖里,460,148,608,22,1534
金湖鎮,蓮庵里,477,169,646,26,1710
金湖鎮,料羅里,289,56,345,8,1042
金湖鎮,料羅里,244,182,426,11,1094
金湖鎮,新湖里,535,237,772,16,1837
金湖鎮,新湖里,400,171,571,17,1591
金湖鎮,新湖里,471,209,680,14,1674
金湖鎮,新湖里,422,203,625,12,1477
金湖鎮,新湖里,469,174,643,15,1390
金湖鎮,正義里,317,151,468,16,1256
金湖鎮,正義里,398,152,550,27,1392
金湖鎮,瓊林里,483,193,676,29,1650
金湖鎮,瓊林里,440,170,610,28,1597
