,2014年11月29日,1,2,,,
,,石兆瑉#*,歐陽彥木,,,
,,中國國民黨,無,有效票,無效票,選舉人數
金城鎮,東門里,446,509,955,47,2091
金城鎮,東門里,549,569,1118,46,2405
金城鎮,南門里,372,313,685,34,1582
金城鎮,南門里,340,307,647,33,1568
金城鎮,南門里,448,371,819,47,1664
金城鎮,西門里,614,375,989,58,2225
金城鎮,西門里,652,336,988,51,2365
金城鎮,西門里,506,411,917,38,2026
金城鎮,西門里,541,432,973,47,2081
金城鎮,北門里,453,371,824,24,1861
金城鎮,北門里,429,308,737,24,1890
金城鎮,賢庵里,500,403,903,46,2154
金城鎮,賢庵里,363,328,691,39,1673
金城鎮,金水里,434,368,802,40,1743
金城鎮,古城里,264,264,528,23,1196
金城鎮,古城里,421,460,881,22,1927
金城鎮,珠沙里,494,508,1002,20,2471
