1971年中華人民共和國進入聯合國，取代中華民國，台灣成為國際孤兒。為強烈表達台灣人民的意志，提升台灣的國際地位及參與，您是否同意政府以「台灣」名義加入聯合國？,2008年3月22日,1,2,,,
,,同意,不同意*,,,
,,同意,不同意,有效票,無效票,選舉人數
金城鎮,東門里,47,2,49,4,1478
金城鎮,東門里,46,7,53,5,1596
金城鎮,南門里,32,4,36,1,1442
金城鎮,南門里,46,0,46,2,1977
金城鎮,西門里,45,6,51,1,1610
金城鎮,西門里,42,6,48,5,1819
金城鎮,西門里,22,8,30,0,1342
金城鎮,西門里,36,3,39,1,1251
金城鎮,北門里,23,3,26,0,1187
金城鎮,北門里,44,5,49,1,1536
金城鎮,賢庵里,41,4,45,2,2220
金城鎮,金水里,12,2,14,2,1153
金城鎮,古城里,26,4,30,7,1959
金城鎮,珠沙里,28,6,34,0,1503
金寧鄉,古寧村,13,2,15,2,1707
金寧鄉,安美村,18,1,19,2,1316
金寧鄉,安美村,18,1,19,0,952
金寧鄉,湖埔村,22,2,24,0,1148
金寧鄉,湖埔村,35,1,36,1,1426
金寧鄉,榜林村,19,3,22,1,1506
金寧鄉,榜林村,9,0,9,0,963
金寧鄉,盤山村,73,9,82,9,2206
金寧鄉,后盤村,12,1,13,0,787
金湖鎮,新市里,36,5,41,1,1571
金湖鎮,新市里,35,8,43,2,1438
金湖鎮,山外里,28,2,30,5,983
金湖鎮,山外里,32,3,35,1,1161
金湖鎮,溪湖里,23,1,24,0,893
金湖鎮,蓮庵里,9,1,10,2,910
金湖鎮,料羅里,12,3,15,0,1049
金湖鎮,新湖里,32,5,37,0,1685
金湖鎮,新湖里,50,6,56,1,1758
金湖鎮,正義里,22,1,23,0,1388
金湖鎮,瓊林里,9,3,12,0,992
金湖鎮,瓊林里,6,2,8,3,803
金沙鎮,汶沙里,22,2,24,0,1339
金沙鎮,汶沙里,15,2,17,0,1731
金沙鎮,何斗里,7,4,11,1,1190
金沙鎮,浦山里,10,1,11,1,1244
金沙鎮,西園里,7,2,9,0,877
金沙鎮,官嶼里,15,1,16,0,1176
金沙鎮,三山里,7,1,8,0,1087
金沙鎮,大洋里,8,0,8,1,632
金沙鎮,光前里,18,2,20,1,1287
烈嶼鄉,林湖村,18,2,20,0,1821
烈嶼鄉,黃埔村,5,0,5,0,761
烈嶼鄉,西口村,3,0,3,0,1168
烈嶼鄉,上林村,2,0,2,0,720
烈嶼鄉,上岐村,4,0,4,0,1489
烏坵鄉,大坵村,3,0,3,0,160
烏坵鄉,小坵村,1,0,1,0,175
